2025-09-22 20:30:25.502907 INFO::Writing function arguments to log file
2025-09-22 20:30:25.504356 DEBUG::Function arguments
2025-09-22 20:30:25.505092 DEBUG::Output folder: maaslin2_outputE975
2025-09-22 20:30:25.505675 DEBUG::Min Abundance: 0.000000
2025-09-22 20:30:25.506173 DEBUG::Min Prevalence: 0.000000
2025-09-22 20:30:25.506618 DEBUG::Normalization: NONE
2025-09-22 20:30:25.507058 DEBUG::Transform: LOG
2025-09-22 20:30:25.507535 DEBUG::Analysis method: LM
2025-09-22 20:30:25.508062 DEBUG::Max significance: 0.250000
2025-09-22 20:30:25.508598 DEBUG::Random effects: pt_identifier
2025-09-22 20:30:25.509145 DEBUG::Fixed effects: group,week
2025-09-22 20:30:25.509723 DEBUG::Correction method: BH
2025-09-22 20:30:25.511735 DEBUG::Standardize: FALSE
2025-09-22 20:30:25.512818 DEBUG::Cores: 1
2025-09-22 20:30:25.51349 INFO::Verifying options selected are valid
2025-09-22 20:30:25.514729 INFO::Determining format of input files
2025-09-22 20:30:25.515831 INFO::Input format is data samples as columns and metadata samples as rows
2025-09-22 20:30:25.51837 DEBUG::Transformed data so samples are rows
2025-09-22 20:30:25.520623 DEBUG::A total of 48 samples were found in both the data and metadata
2025-09-22 20:30:25.521262 DEBUG::Reordering data/metadata to use same sample ordering
2025-09-22 20:30:54.004278 INFO::Fitting model to feature number 660, Mogibacterium
2025-09-22 20:30:54.047844 INFO::Fitting model to feature number 661, Monoglobus
2025-09-22 20:30:54.085381 INFO::Fitting model to feature number 662, Mordavella
2025-09-22 20:30:54.139632 INFO::Fitting model to feature number 663, Morganella
2025-09-22 20:30:54.186499 INFO::Fitting model to feature number 664, Murimonas
2025-09-22 20:30:54.227722 INFO::Fitting model to feature number 665, Negativibacillus
2025-09-22 20:30:54.27583 INFO::Fitting model to feature number 666, Neglectibacter
2025-09-22 20:30:54.313619 INFO::Fitting model to feature number 667, Neisseria
2025-09-22 20:30:54.350831 INFO::Fitting model to feature number 668, Neobittarella
2025-09-22 20:30:54.390908 INFO::Fitting model to feature number 669, Odoribacter
2025-09-22 20:30:54.433271 INFO::Fitting model to feature number 670, Olegusella
2025-09-22 20:30:54.469764 INFO::Fitting model to feature number 671, Oliverpabstia
2025-09-22 20:30:54.525081 INFO::Fitting model to feature number 672, Olsenella
2025-09-22 20:30:54.575089 INFO::Fitting model to feature number 673, Oribacterium
2025-09-22 20:30:54.60864 INFO::Fitting model to feature number 674, Oscillibacter
2025-09-22 20:30:54.664698 INFO::Fitting model to feature number 675, Oscillospiraceae_unclassified
2025-09-22 20:30:54.700168 INFO::Fitting model to feature number 676, Oxalobacter
2025-09-22 20:30:54.738589 INFO::Fitting model to feature number 677, Paeniclostridium
2025-09-22 20:30:54.774603 INFO::Fitting model to feature number 678, Parabacteroides
2025-09-22 20:30:54.819179 INFO::Fitting model to feature number 679, Parafannyhessea
2025-09-22 20:30:54.855709 INFO::Fitting model to feature number 680, Paraprevotella
2025-09-22 20:30:54.913806 INFO::Fitting model to feature number 681, Parascardovia
2025-09-22 20:30:54.956828 INFO::Fitting model to feature number 682, Parasutterella
2025-09-22 20:30:55.004701 INFO::Fitting model to feature number 683, Paratractidigestivibacter
2025-09-22 20:30:55.043241 INFO::Fitting model to feature number 684, Parolsenella
2025-09-22 20:30:55.083523 INFO::Fitting model to feature number 685, Parvibacter
2025-09-22 20:30:55.120241 INFO::Fitting model to feature number 686, Pauljensenia
2025-09-22 20:30:55.158729 INFO::Fitting model to feature number 687, Pediococcus
2025-09-22 20:30:55.201493 INFO::Fitting model to feature number 688, Peptidiphaga
2025-09-22 20:30:55.240725 INFO::Fitting model to feature number 689, Peptococcus
2025-09-22 20:30:55.302386 INFO::Fitting model to feature number 690, Peptoniphilus
2025-09-22 20:30:55.348972 INFO::Fitting model to feature number 691, Phascolarctobacterium
2025-09-22 20:30:55.387867 INFO::Fitting model to feature number 692, Phocaeicola
2025-09-22 20:30:55.424249 INFO::Fitting model to feature number 693, Phocea
2025-09-22 20:30:55.466639 INFO::Fitting model to feature number 694, Phytobacter
2025-09-22 20:30:55.503601 INFO::Fitting model to feature number 695, Porphyromonas
2025-09-22 20:30:55.541718 INFO::Fitting model to feature number 696, Prevotella
2025-09-22 20:30:55.581165 INFO::Fitting model to feature number 697, Prevotellamassilia
2025-09-22 20:30:55.617094 INFO::Fitting model to feature number 698, Propionibacterium
2025-09-22 20:30:55.656341 INFO::Fitting model to feature number 699, Propionimicrobium
2025-09-22 20:30:55.725255 INFO::Fitting model to feature number 700, Proteus
2025-09-22 20:30:55.766001 INFO::Fitting model to feature number 701, Provencibacterium
2025-09-22 20:30:55.803221 INFO::Fitting model to feature number 702, Providencia
2025-09-22 20:30:55.842584 INFO::Fitting model to feature number 703, Pseudoflavonifractor
2025-09-22 20:30:55.883667 INFO::Fitting model to feature number 704, Pseudomonas
2025-09-22 20:30:55.921855 INFO::Fitting model to feature number 705, Pseudoramibacter
2025-09-22 20:30:55.961243 INFO::Fitting model to feature number 706, Pseudoruminococcus
2025-09-22 20:30:56.001897 INFO::Fitting model to feature number 707, Qiania
2025-09-22 20:30:56.066624 INFO::Fitting model to feature number 708, Raoultella
2025-09-22 20:30:56.105099 INFO::Fitting model to feature number 709, Raoultibacter
2025-09-22 20:30:56.141956 INFO::Fitting model to feature number 710, Romboutsia
2025-09-22 20:30:56.182547 INFO::Fitting model to feature number 711, Roseburia
2025-09-22 20:30:56.218177 INFO::Fitting model to feature number 712, Rothia
2025-09-22 20:30:56.258349 INFO::Fitting model to feature number 713, Rubneribacter
2025-09-22 20:30:56.296818 INFO::Fitting model to feature number 714, Ruminococcus
2025-09-22 20:30:56.335531 INFO::Fitting model to feature number 715, Ruthenibacterium
2025-09-22 20:30:56.374148 INFO::Fitting model to feature number 716, Salmonella
2025-09-22 20:30:56.447133 INFO::Fitting model to feature number 717, Sanguibacteroides
2025-09-22 20:30:56.486124 INFO::Fitting model to feature number 718, Scardovia
2025-09-22 20:30:56.52334 INFO::Fitting model to feature number 719, Schaalia
2025-09-22 20:30:56.563992 INFO::Fitting model to feature number 720, Segatella
2025-09-22 20:30:56.603509 INFO::Fitting model to feature number 721, Selenomonas
2025-09-22 20:30:56.641682 INFO::Fitting model to feature number 722, Sellimonas
2025-09-22 20:30:56.684461 INFO::Fitting model to feature number 723, Senegalimassilia
2025-09-22 20:30:56.723066 INFO::Fitting model to feature number 724, Serratia
2025-09-22 20:30:56.77566 INFO::Fitting model to feature number 725, Shuttleworthia
2025-09-22 20:30:56.844641 INFO::Fitting model to feature number 726, Simiaoa
2025-09-22 20:30:56.883396 INFO::Fitting model to feature number 727, Slackia
2025-09-22 20:30:56.922068 INFO::Fitting model to feature number 728, Solobacterium
2025-09-22 20:30:56.959362 INFO::Fitting model to feature number 729, Staphylococcus
2025-09-22 20:30:57.000417 INFO::Fitting model to feature number 730, Streptococcus
2025-09-22 20:30:57.041218 INFO::Fitting model to feature number 731, Sutterella
2025-09-22 20:30:57.086157 INFO::Fitting model to feature number 732, Thermophilibacter
2025-09-22 20:30:57.125718 INFO::Fitting model to feature number 733, Tractidigestivibacter
2025-09-22 20:30:57.183131 INFO::Fitting model to feature number 734, Traorella
2025-09-22 20:30:57.239801 INFO::Fitting model to feature number 735, Turicibacter
2025-09-22 20:30:57.284899 INFO::Fitting model to feature number 736, Turicimonas
2025-09-22 20:30:57.325151 INFO::Fitting model to feature number 737, Tyzzerella
2025-09-22 20:30:57.367396 INFO::Fitting model to feature number 738, Veillonella
2025-09-22 20:30:57.402084 INFO::Fitting model to feature number 739, Vescimonas
2025-09-22 20:30:57.438884 INFO::Fitting model to feature number 740, Vibrio
2025-09-22 20:30:57.475673 INFO::Fitting model to feature number 741, Victivallis
2025-09-22 20:30:57.52806 INFO::Fitting model to feature number 742, Wansuia
2025-09-22 20:30:57.569516 INFO::Fitting model to feature number 743, Weissella
2025-09-22 20:30:57.604506 INFO::Fitting model to feature number 744, Wujia
2025-09-22 20:30:57.667805 INFO::Fitting model to feature number 745, Yanshouia
2025-09-22 20:30:57.713041 INFO::Fitting model to feature number 746, Yeguia
2025-09-22 20:30:57.754122 INFO::Fitting model to feature number 747, Youxingia
2025-09-22 20:30:57.791958 INFO::Fitting model to feature number 748, Zhenpiania
2025-09-22 20:30:57.932664 INFO::Counting total values for each feature
2025-09-22 20:30:58.011351 INFO::Writing filtered data to file maaslin2_outputE975/features/filtered_data.tsv
2025-09-22 20:30:58.067748 INFO::Writing filtered, normalized data to file maaslin2_outputE975/features/filtered_data_norm.tsv
2025-09-22 20:30:58.107778 INFO::Writing filtered, normalized, transformed data to file maaslin2_outputE975/features/filtered_data_norm_transformed.tsv
2025-09-22 20:30:58.179292 WARNING::Deleting existing residuals file: maaslin2_outputE975/fits/residuals.rds
2025-09-22 20:30:58.1817 INFO::Writing residuals to file maaslin2_outputE975/fits/residuals.rds
2025-09-22 20:30:58.191868 WARNING::Deleting existing fitted file: maaslin2_outputE975/fits/fitted.rds
2025-09-22 20:30:58.19445 INFO::Writing fitted values to file maaslin2_outputE975/fits/fitted.rds
2025-09-22 20:30:58.203633 WARNING::Deleting existing ranef file: maaslin2_outputE975/fits/ranef.rds
2025-09-22 20:30:58.206073 INFO::Writing extracted random effects to file maaslin2_outputE975/fits/ranef.rds
2025-09-22 20:30:58.210851 INFO::Writing all results to file (ordered by increasing q-values): maaslin2_outputE975/all_results.tsv
2025-09-22 20:30:58.250377 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.250000 ) to file (ordered by increasing q-values): maaslin2_outputE975/significant_results.tsv
